psgc,region_name,province_name,citymun_name,barangay_name,physical_factor,ip_pop,armed_conf,idp,elcac_brgy,four_ps,imr,imr_prov_ref,ufmr,ufmr_prov_ref,fic,fic_prov_ref,abr,abr_prov_ref,pre_natal,pre_natal_prov_ref,sba,sba_prov_ref,water,water_prov_ref,dataentry_comment,health_indicators,decision,values_capped,capped_indicators
1900708002,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,AKBAR,LINONGAN,100,17,11,17,0,24,0,12.21,0,14.01,4,31.01,2,15.11,0,58.78,0,57.89,0,77.54,Entry acceptable,4,UUA,0,
1900708004,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,AKBAR,MANGALUT,100,71,0,0,0,19,0,12.21,0,14.01,3,31.01,5,15.11,5,58.78,5,57.89,0,77.54,Entry acceptable,4,UUA,0,
1900708005,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,AKBAR,MANGUSO,57,50,0,0,0,12,0,12.21,0,14.01,5,31.01,185,15.11,6,58.78,6,57.89,100,77.54,With values above 100,4,UUA,1,water
1900708006,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,AKBAR,PAGUENGAN,100,54,0,0,0,37,1,12.21,0,14.01,5,31.01,1,15.11,7,58.78,5,57.89,0,77.54,Entry acceptable,4,UUA,0,
1900708009,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,AKBAR,UPPER SINANGKAPAN,100,83,0,0,0,8,0,12.21,0,14.01,5,31.01,3,15.11,4,58.78,5,57.89,0,77.54,Entry acceptable,4,UUA,0,
1900702004,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,CITY OF LAMITAN,BAIMBING,40,100,0,0,0,56,0,12.21,0,14.01,50,31.01,0,15.11,42,58.78,42,57.89,0,77.54,Entry acceptable,3,UUA,0,
1900702056,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,CITY OF LAMITAN,DANIT-PUNTOCAN,25,100,0,0,0,20,0,12.21,0,14.01,0,31.01,25,15.11,64,58.78,45,57.89,47,77.54,Entry acceptable,4,UUA,0,
1900702063,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,CITY OF LAMITAN,LEBBUH,25,0,0,0,0,39,0,12.21,0,14.01,20,31.01,28,15.11,0,58.78,31,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900702047,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,CITY OF LAMITAN,TANDONG AHAS,100,71,0,0,0,45,0,12.21,0,14.01,65,31.01,11,15.11,38,58.78,47,57.89,27,77.54,Entry acceptable,3,UUA,0,
1900710004,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MOHAMMAD AJUL,LANGIL,100,100,4,3,0,25,0,12.21,0,14.01,33.3,31.01,0,15.11,0,58.78,10.5,57.89,0,77.54,Entry acceptable,3,UUA,0,
1900710009,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MOHAMMAD AJUL,SIBAGO,100,100,0,0,0,36,116.7,12.21,83.3,14.01,3,31.01,0,15.11,0,58.78,0,57.89,0,77.54,With values above 100,6,UUA,0,
1900710010,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MOHAMMAD AJUL,SULUTAN MATANGAL,100,5,4,4,0,23,0,12.21,66.1,14.01,3.1,31.01,0,15.11,33.3,58.78,0,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900712002,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,DASALAN,100,5,0,0,0,20,0,12.21,0,14.01,28,31.01,27,15.11,17,58.78,33,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900712003,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,LUBUKAN,100,73,0,0,0,32,0,12.21,0,14.01,11,31.01,17,15.11,16,58.78,13,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900712004,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,LUUKBONGSOD,100,8,0,0,0,19,15,12.21,0,14.01,35,31.01,44,15.11,18,58.78,32,57.89,1,77.54,Entry acceptable,5,UUA,0,
1900712005,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,MANANGGAL,60,93,0,0,0,41,0,12.21,0,14.01,9,31.01,0,15.11,16,58.78,16,57.89,0,77.54,Entry acceptable,4,UUA,0,
1900712006,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,PALAHANGAN,100,7,0,0,0,34,0,12.21,0,14.01,10,31.01,24,15.11,18,58.78,24,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900712007,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,PANDUCAN,100,0,0,0,0,15,0,12.21,1,14.01,0,31.01,55.6,15.11,18.82,58.78,25,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900712008,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,SANGBAY BIG,100,4,0,0,0,26,0,12.21,1,14.01,30,31.01,27.3,15.11,6.25,58.78,40,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900712009,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,HADJI MUHTAMAD,SANGBAY SMALL,100,0,0,0,0,33,0,12.21,0,14.01,8,31.01,20,15.11,42,58.78,21,57.89,0,77.54,Entry acceptable,5,UUA,0,
1900703018,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,LANTAWAN,BAGBAGON,100,0,0,0,0,42,0,12.21,0,14.01,5,31.01,1,15.11,1,58.78,1,57.89,68,77.54,Entry acceptable,4,UUA,0,
1900703029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,LANTAWAN,LANDUGAN,100,0,0,0,0,32,0,12.21,0,14.01,7,31.01,1,15.11,1,58.78,1,57.89,62,77.54,Entry acceptable,4,UUA,0,
1900703038,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,LANTAWAN,PARIAN-BAUNOH,100,2,0,0,0,80,0,12.21,0,14.01,2,31.01,0,15.11,0,58.78,0,57.89,100,77.54,With values above 100,3,UUA,1,water
1900703021,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,LANTAWAN,SUBA-AN,100,0,0,0,0,44,0,12.21,0,14.01,4,31.01,1,15.11,0,58.78,0,57.89,75,77.54,Entry acceptable,4,UUA,0,
1900705027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,SUMISIP,BAIWAS,100,100,0,0,0,18,0,12.21,0,14.01,3,31.01,0,15.11,30,58.78,50,57.89,31.7,77.54,Entry acceptable,4,UUA,0,
1900705002,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,SUMISIP,BENEMBENGAN LOWER,100,100,0,0,0,19,0,12.21,0,14.01,44.4,31.01,55.6,15.11,85,58.78,40,57.89,73.1,77.54,Entry acceptable,3,UUA,0,
1900705039,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,SUMISIP,ETTUB-ETTUB,50,96,0,33,0,32,0,12.21,0,14.01,26.4,31.01,34.5,15.11,66.7,58.78,54.2,57.89,64.5,77.54,Entry acceptable,4,UUA,0,
1900705032,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,SUMISIP,MAHATALANG,83,100,0,0,0,54,0,12.21,0,14.01,43.6,31.01,16.5,15.11,64.29,58.78,9.1,57.89,71.5,77.54,Entry acceptable,3,UUA,0,
1900705025,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,SUMISIP,TONGSENGAL,40,99,0,2,0,25,0,12.21,0,14.01,31.4,31.01,23.5,15.11,44.5,58.78,61.1,57.89,92.8,77.54,Entry acceptable,2,UUA,0,
1900706018,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,TIPO-TIPO,BANAH,100,39,38,4,0,30,37.38,12.21,2.36,14.01,53.94,31.01,14.87,15.11,88.8,58.78,27.92,57.89,41.96,77.54,Entry acceptable,3,UUA,0,
1900707034,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,TUBURAN,CALUT,30,100,0,0,0,24,0,12.21,11.9,14.01,86.3,31.01,38.2,15.11,82.1,58.78,28.5,57.89,63.3,77.54,Entry acceptable,3,UUA,0,
1900707021,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,TUBURAN,DUGA-A,100,88,0,0,0,20,0,12.21,0,14.01,40,31.01,20.5,15.11,83.3,58.78,51.2,57.89,64.3,77.54,Entry acceptable,3,UUA,0,
1900707028,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,TUBURAN,LOWER SINANGKAPAN,28,100,0,0,0,20,0,12.21,0,14.01,72.7,31.01,57.3,15.11,32.8,58.78,64.1,57.89,49.3,77.54,Entry acceptable,3,UUA,0,
1900707010,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,TUBURAN,SINULATAN,100,100,0,0,0,40,0,12.21,0,14.01,28.6,31.01,57.9,15.11,94.2,58.78,40,57.89,69.6,77.54,Entry acceptable,4,UUA,0,
1900711006,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,UNGKAYA PUKAN,KAMAMBURINGAN,100,100,15,0,0,33,0,12.21,0,14.01,31,31.01,0,15.11,87.5,58.78,25,57.89,67.8,77.54,Entry acceptable,3,UUA,0,
1900711007,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),BASILAN,UNGKAYA PUKAN,MATATA,100,9,0,0,0,30,45.45,12.21,45.45,14.01,0,31.01,0,15.11,0,58.78,4.54,57.89,59.8,77.54,Entry acceptable,6,UUA,0,
1903602050,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BALABAGAN,BAGOAINGUD,42,0,0,0,0,51,0,3.36,0,5.36,63.63,47.19,0,8.88,100,91.69,100,76.38,80.21,78,Entry acceptable,0,UUA,0,
1903602019,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BALABAGAN,BUISAN,33,0,0,0,0,43,0,3.36,0,5.36,0,47.19,0,8.88,0,91.69,0,76.38,43.08,78,Entry acceptable,4,UUA,0,
1903602051,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BALABAGAN,ILIAN,100,0,0,0,0,59,0,3.36,0,5.36,21.42,47.19,0,8.88,0,91.69,0,76.38,100,78,With values above 100,3,UUA,1,water
1903602052,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BALABAGAN,LUMBAC,50,0,0,0,0,66,0,3.36,0,5.36,9.5,47.19,0,8.88,100,91.69,100,76.38,64.33,78,Entry acceptable,2,UUA,0,
1903605014,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BINIDAYAN,MACAGUILING,100,0,0,0,0,45,0,3.36,0,5.36,36,47.19,0,8.88,80,91.69,60,76.38,61.47,78,Entry acceptable,4,UUA,0,
1903607016,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,COLOYAN TAMBO,100,0,0,0,0,50,0,3.36,0,5.36,6.38,47.19,24.39,8.88,100,91.69,85.71,76.38,100,78,Entry acceptable,2,UUA,0,
1903607022,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,DOLANGAN,100,0,0,0,0,54,0,3.36,0,5.36,50,47.19,0,8.88,80.95,91.69,14.29,76.38,100,78,With values above 100,2,UUA,1,water
1903607045,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,POKTAN,100,0,0,0,0,56,0,3.36,0,5.36,28.89,47.19,0,8.88,100,91.69,68.42,76.38,100,78,With values above 100,2,UUA,1,water
1903607046,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,BUTIG,RAGAYAN,100,0,0,0,0,59,0,3.36,0,5.36,27.66,47.19,0,8.88,87.5,91.69,87.5,76.38,100,78,With values above 100,2,UUA,1,water
1903632004,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,BUBONGA RANAO,40,0,0,0,0,69,0,3.36,0,5.36,65.52,47.19,38.46,8.88,72.73,91.69,81.82,76.38,100,78,With values above 100,2,UUA,1,water
1903632015,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,GAS,100,0,0,0,0,87,0,3.36,0,5.36,100,47.19,8.13,8.88,100,91.69,86.67,76.38,100,78,With values above 100,0,UUA,2,fic|water
1903632018,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,INUDARAN,66,0,0,0,0,50,0,3.36,0,5.36,53.57,47.19,0,8.88,76.47,91.69,64.71,76.38,90,78,Entry acceptable,2,UUA,0,
1903632031,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,LUGUNA,60,0,0,0,0,100,0,3.36,0,5.36,62.5,47.19,0,8.88,100,91.69,91.67,76.38,95.19,78,With values above 100,0,UUA,1,pre_natal
1903632042,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PAGALONGAN,25,0,0,0,0,57,0,3.36,0,5.36,62.07,47.19,0,8.88,91.67,91.69,91.67,76.38,100,78,With values above 100,1,UUA,1,water
1903632043,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PANGGAWALUPA,60,0,0,0,0,53,0,3.36,0,5.36,100,47.19,0,8.88,76.47,91.69,82.35,76.38,100,78,With values above 100,1,UUA,2,fic|water
1903632044,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PANTAON,71,0,0,0,0,66,0,3.36,0,5.36,46.77,47.19,13.79,8.88,96.3,91.69,96.3,76.38,100,78,With values above 100,2,UUA,1,water
1903632050,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PINDOLONAN,40,0,0,0,0,74,0,3.36,0,5.36,44.44,47.19,0,8.88,90.91,91.69,81.82,76.38,100,78,With values above 100,2,UUA,1,water
1903632052,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,PUNUD,66,0,0,0,0,54,0,3.36,0,5.36,40.91,47.19,0,8.88,50,91.69,88.89,76.38,85,78,Entry acceptable,2,UUA,0,
1903632055,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CALANOGAS,TALIBOBOKA,75,0,0,0,0,54,0,3.36,0,5.36,56.41,47.19,0,8.88,61.9,91.69,61.9,76.38,90,78,Entry acceptable,2,UUA,0,
1903617007,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CITY OF MARAWI,BANGCO,100,0,0,0,0,18,0,3.36,0,5.36,47,47.19,3,8.88,43,91.69,2,76.38,43,78,Entry acceptable,4,UUA,0,
1903617024,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CITY OF MARAWI,CABASARAN,66,0,0,0,0,46,0,3.36,0,5.36,60,47.19,62,8.88,62,91.69,39,76.38,0,78,Entry acceptable,4,UUA,0,
1903617042,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CITY OF MARAWI,DULAY WEST,100,0,0,0,0,16,0,3.36,0,5.36,40,47.19,2,8.88,35,91.69,26,76.38,0,78,Entry acceptable,4,UUA,0,
1903617032,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,CITY OF MARAWI,KORMATAN MATAMPAY,100,0,0,0,0,24,0,3.36,0,5.36,21,47.19,1,8.88,19,91.69,10,76.38,0,78,Entry acceptable,4,UUA,0,
1903639002,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,BARAO,100,0,0,0,0,82,0,3.36,0,5.36,84,47.19,23.26,8.88,92.86,91.69,14.29,76.38,49,78,Entry acceptable,3,UUA,0,
1903639003,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,BONGABONG,37,0,0,0,0,71,0,3.36,0,5.36,100,47.19,19.8,8.88,100,91.69,0,76.38,93,78,With values above 100,2,UUA,1,fic
1903639008,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,LUSAIN,100,0,0,0,0,80,0,3.36,0,5.36,39.13,47.19,17.24,8.88,96.43,91.69,53.57,76.38,100,78,With values above 100,3,UUA,1,water
1903639009,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,MATIMOS,61,0,0,0,0,63,0,3.36,0,5.36,56,47.19,0,8.88,87.5,91.69,0,76.38,100,78,With values above 100,2,UUA,1,water
1903639011,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,PINANTAO,83,0,0,0,0,64,0,3.36,0,5.36,48.57,47.19,0,8.88,80,91.69,10,76.38,100,78,With values above 100,2,UUA,1,water
1903639012,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,SALAMAN,100,0,0,0,0,41,0,3.36,0,5.36,100,47.19,19.42,8.88,88.89,91.69,22.22,76.38,76,78,With values above 100,4,UUA,1,fic
1903639013,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,SIGAYAN,100,0,0,0,0,97,0,3.36,0,5.36,91.3,47.19,16.95,8.88,100,91.69,0,76.38,76,78,Entry acceptable,3,UUA,0,
1903639014,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,TABUAN,100,0,0,0,0,100,0,3.36,0,5.36,90.32,47.19,0,8.88,50,91.69,0,76.38,76,78,Entry acceptable,3,UUA,0,
1903639015,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,KAPATAGAN,UPPER IGABAY,42,0,0,0,0,64,0,3.36,0,5.36,100,47.19,54.05,8.88,100,91.69,0,76.38,100,78,With values above 100,2,UUA,1,fic
1903611026,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBA-BAYABAO,CARANDANGAN-MIPAGA,66,0,0,0,0,76,0,3.36,0,5.36,100,47.19,0,8.88,100,91.69,100,76.38,68.42,78,With values above 100,1,UUA,1,fic
1903641004,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBACA-UNAYAN,CALIPAPA,50,0,0,0,0,36,0,3.36,0,5.36,43.48,47.19,0,8.88,77.27,91.69,35,76.38,67.59,78,Entry acceptable,4,UUA,0,
1903612051,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,LUMBATAN,PENARING,25,0,0,0,0,76,0,3.36,0,5.36,9,47.19,0,8.88,7,91.69,0,76.38,100,78,With values above 100,3,UUA,1,water
1903613029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADALUM,RAYA,100,0,0,0,0,58,0,3.36,0,5.36,100,47.19,19.61,8.88,100,91.69,100,76.38,80,78,With values above 100,1,UUA,1,fic
1903614032,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,ILIAN,100,0,12,13,0,76,0,3.36,0,5.36,100,47.19,0,8.88,100,91.69,23,76.38,55.93,78,With values above 100,2,UUA,1,fic
1903614012,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,LIANGAN,40,10,0,0,0,12,0,3.36,0,5.36,37,47.19,0,8.88,92,91.69,8,76.38,48,78,Entry acceptable,3,UUA,0,
1903614013,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,LINUK,100,0,0,0,0,0,0,3.36,0,5.36,28.36,47.19,22.73,8.88,33,91.69,14,76.38,47.73,78,Entry acceptable,5,UUA,0,
1903614016,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MADAMBA,PALAO,100,0,0,0,0,50,0,3.36,0,5.36,56.52,47.19,0,8.88,100,91.69,33.33,76.38,41.8,78,Entry acceptable,2,UUA,0,
1903615019,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,BETAYAN,100,0,0,0,0,100,0,3.36,0,5.36,46.43,47.19,0,8.88,100,91.69,100,76.38,47.54,78,Entry acceptable,2,UUA,0,
1903615071,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,CALIBAGAT,100,0,0,0,0,100,0,3.36,0,5.36,46.34,47.19,20.83,8.88,100,91.69,100,76.38,75.17,78,Entry acceptable,3,UUA,0,
1903615029,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,CALUMBOG,100,0,0,0,0,100,0,3.36,0,5.36,61.9,47.19,40,8.88,100,91.69,100,76.38,97.78,78,Entry acceptable,1,UUA,0,
1903615027,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,INANDAYAN,100,0,0,0,0,100,0,3.36,0,5.36,19.35,47.19,37.04,8.88,100,91.69,100,76.38,94.74,78,Entry acceptable,2,UUA,0,
1903615073,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,MACURANDING,83,0,0,0,0,100,0,3.36,0,5.36,70.97,47.19,55.56,8.88,100,91.69,100,76.38,61.73,78,Entry acceptable,2,UUA,0,
1903615047,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,MASAO,50,0,0,0,0,100,0,3.36,0,5.36,46.67,47.19,25,8.88,100,91.69,100,76.38,85.94,78,Entry acceptable,2,UUA,0,
1903615070,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,MATAMPAY,66,0,0,0,0,100,0,3.36,0,5.36,72.41,47.19,214.29,8.88,100,91.69,100,76.38,100,78,With values above 100,1,UUA,1,water
1903615061,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,SARANG,33,0,0,0,0,69,0,3.36,0,5.36,47.83,47.19,54.05,8.88,100,91.69,100,76.38,89.47,78,Entry acceptable,1,UUA,0,
1903615066,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MALABANG,TIONGCOP,50,0,0,0,0,100,0,3.36,0,5.36,84.38,47.19,145.45,8.88,100,91.69,100,76.38,52.82,78,With values above 100,2,UUA,0,
1903631001,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,BALUT,75,0,0,0,0,90,0,3.36,0,5.36,1,47.19,14.71,8.88,14.29,91.69,42.86,76.38,29.03,78,Entry acceptable,5,UUA,0,
1903631005,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,BOLAWAN,50,0,0,0,0,64,0,3.36,0,5.36,2,47.19,58.82,8.88,16.67,91.69,50,76.38,65.05,78,Entry acceptable,5,UUA,0,
1903631008,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,CABASARAN,100,0,0,0,0,83,0,3.36,0,5.36,1,47.19,28.57,8.88,25,91.69,75,76.38,60,78,Entry acceptable,5,UUA,0,
1903631031,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,CADAYONAN,100,0,0,0,0,33,0,3.36,0,5.36,3,47.19,0,8.88,9.09,91.69,54.55,76.38,57.97,78,Entry acceptable,4,UUA,0,
1903631032,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,CALUMBOG,100,0,0,0,0,100,0,3.36,0,5.36,0,47.19,38.46,8.88,0,91.69,0,76.38,0,78,Entry acceptable,5,UUA,0,
1903631011,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,CANIBONGAN,100,0,0,0,0,67,0,3.36,0,5.36,5,47.19,0,8.88,50,91.69,50,76.38,42.5,78,Entry acceptable,4,UUA,0,
1903631012,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,DIRAGUN,100,0,0,0,0,51,0,3.36,0,5.36,12,47.19,0,8.88,27.27,91.69,54.55,76.38,75.89,78,Entry acceptable,4,UUA,0,
1903631020,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,MAYAMAN,100,0,0,0,0,100,0,3.36,0,5.36,4,47.19,10.75,8.88,70,91.69,80,76.38,46.36,78,Entry acceptable,4,UUA,0,
1903631021,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,PABRICA,100,0,0,0,0,55,0,3.36,0,5.36,7,47.19,22.73,8.88,60,91.69,40,76.38,55.56,78,Entry acceptable,5,UUA,0,
1903631023,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,MAROGONG,PAIGOAY CODA,100,0,0,0,0,59,0,3.36,0,5.36,1,47.19,0,8.88,0,91.69,0,76.38,92.52,78,Entry acceptable,3,UUA,0,
