geo_code,geo_level,dof_kind,dof_region,dof_name,old_class_dof,new_class,converted,method,score
1004215,citymun,city,X,Tangub City,4,3,0,fuzzy,100
1004216,citymun,municipality,X,Tudela,4,3,0,fuzzy,100
1004217,citymun,municipality,X,Don Victoriano Chiongbian,4,3,0,fuzzy,100
10043,province,province,X,Oriental,1,1,0,province,100
1004301,citymun,municipality,X,Alubijid,4,1,0,fuzzy,100
1004302,citymun,municipality,X,Balingasag,2,1,0,fuzzy,100
1004303,citymun,municipality,X,Balingoan,5,4,0,fuzzy,100
1004304,citymun,municipality,X,Binuangan,6,5,0,fuzzy,100
1004306,citymun,municipality,X,Claveria,1,1,0,fuzzy,100
1004307,citymun,city,X,El Salvador City,6,4,0,fuzzy,100
1004308,citymun,city,X,Gingoog City,2,1,0,fuzzy,100
1004309,citymun,municipality,X,Gitagum,5,2,0,fuzzy,100
1004310,citymun,municipality,X,Initao,3,1,0,fuzzy,100
1004311,citymun,municipality,X,Jasaan,2,1,0,fuzzy,100
1004312,citymun,municipality,X,Kinoguitan,5,4,0,fuzzy,100
1004313,citymun,municipality,X,Lagonglong,5,4,0,fuzzy,100
1004314,citymun,municipality,X,Laguindingan,4,2,0,fuzzy,100
1004315,citymun,municipality,X,Libertad,5,4,0,fuzzy,100
1004316,citymun,municipality,X,Lugait,2,3,0,fuzzy,100
1004317,citymun,municipality,X,Magsaysay,4,2,0,fuzzy,100
1004318,citymun,municipality,X,Manticao,4,2,0,fuzzy,100
1004319,citymun,municipality,X,Medina,4,2,0,fuzzy,100
1004320,citymun,municipality,X,Naawan,4,3,0,fuzzy,100
1004321,citymun,municipality,X,Opol,2,1,0,fuzzy,100
1004322,citymun,municipality,X,Salay,4,2,0,fuzzy,100
1004323,citymun,municipality,X,Sugbongcogon,5,5,0,fuzzy,100
1004324,citymun,municipality,X,Tagoloan,1,1,0,fuzzy,100
1004325,citymun,municipality,X,Talisayan,4,3,0,fuzzy,100
1004326,citymun,municipality,X,Villanueva,2,1,0,fuzzy,100
1030500,citymun,city,X,De Oro City,1,1,0,override,100
1030900,citymun,city,X,Iligan City,1,1,0,fuzzy,100
11023,province,province,XI,Davao Del Norte,1,1,0,province,100
1102301,citymun,municipality,XI,Asuncion,1,1,0,fuzzy,100
1102303,citymun,municipality,XI,Carmen,1,1,0,fuzzy,100
1102305,citymun,municipality,XI,Kapalong,1,1,0,fuzzy,100
1102314,citymun,municipality,XI,New Corella,2,1,0,fuzzy,100
1102315,citymun,city,XI,Panabo City,3,1,0,fuzzy,100
1102317,citymun,city,XI,Island Garden City of,4,2,0,override,100
1102318,citymun,municipality,XI,Santo Tomas,1,1,0,fuzzy,100
1102319,citymun,city,XI,Tagum City,1,1,0,fuzzy,100
1102322,citymun,municipality,XI,Talaingod,2,1,0,fuzzy,100
1102323,citymun,municipality,XI,Braulio E. Dujali,4,3,0,fuzzy,93
1102324,citymun,municipality,XI,San Isidro,5,3,0,fuzzy,100
11024,province,province,XI,Davao Del Sur,1,1,0,province,100
1102401,citymun,municipality,XI,Bansalan,1,1,0,fuzzy,100
1102403,citymun,city,XI,Digos City,2,1,0,fuzzy,100
1102404,citymun,municipality,XI,Hagonoy,2,1,0,fuzzy,100
1102406,citymun,municipality,XI,Kiblawan,2,1,0,fuzzy,100
1102407,citymun,municipality,XI,Magsaysay,3,1,0,fuzzy,100
1102408,citymun,municipality,XI,Malalag,2,1,0,fuzzy,100
1102410,citymun,municipality,XI,Matanao,2,1,0,fuzzy,100
1102411,citymun,municipality,XI,Padada,3,2,0,fuzzy,100
1102412,citymun,municipality,XI,Santa Cruz,1,1,0,fuzzy,100
1102414,citymun,municipality,XI,Sulop,3,2,0,fuzzy,100
11025,province,province,XI,Davao Oriental,1,1,0,province,100
1102501,citymun,municipality,XI,Baganga,1,1,0,fuzzy,100
1102502,citymun,municipality,XI,Banaybanay,2,1,0,fuzzy,100
1102503,citymun,municipality,XI,Boston,3,1,0,fuzzy,100
1102504,citymun,municipality,XI,Caraga,1,1,0,fuzzy,100
1102505,citymun,municipality,XI,Cateel,2,1,0,fuzzy,100
1102506,citymun,municipality,XI,Generoso,2,1,0,fuzzy,100
1102507,citymun,municipality,XI,Lupon,1,1,0,fuzzy,100
1102508,citymun,municipality,XI,Manay,2,1,0,fuzzy,100
1102509,citymun,city,XI,Mati City,5,1,0,fuzzy,100
1102510,citymun,municipality,XI,San Isidro,3,2,0,fuzzy,100
1102511,citymun,municipality,XI,Tarragona,3,2,0,fuzzy,100
11082,province,province,XI,Davao De Oro,1,1,0,province,100
1108201,citymun,municipality,XI,Compostela,1,1,0,fuzzy,100
1108202,citymun,municipality,XI,Laak,1,1,0,fuzzy,100
1108203,citymun,municipality,XI,Mabini,2,1,0,fuzzy,100
1108204,citymun,municipality,XI,Maco,1,1,0,fuzzy,100
1108205,citymun,municipality,XI,Maragusan,1,1,0,fuzzy,100
1108206,citymun,municipality,XI,Mawab,3,1,0,fuzzy,100
1108207,citymun,municipality,XI,Monkayo,1,1,0,fuzzy,100
1108208,citymun,municipality,XI,Montevista,3,1,0,fuzzy,100
1108209,citymun,municipality,XI,Nabunturan,1,1,0,fuzzy,100
1108210,citymun,municipality,XI,New Bataan,1,1,0,fuzzy,100
1108211,citymun,municipality,XI,Pantukan,1,1,0,fuzzy,100
11086,province,province,XI,Davao Occidental,4,2,0,province,100
1108601,citymun,municipality,XI,Don Marcelino,3,1,0,fuzzy,100
1108602,citymun,municipality,XI,Jose Abad Santos,1,1,0,fuzzy,100
1108603,citymun,municipality,XI,Malita,1,1,0,fuzzy,100
1108604,citymun,municipality,XI,Santa Maria,2,1,0,fuzzy,100
1108605,citymun,municipality,XI,Sarangani,4,4,0,fuzzy,100
1130700,citymun,city,XI,Davao City,1,1,0,fuzzy,100
12047,province,province,XII,North Cotabato,1,1,0,province,100
1204701,citymun,municipality,XII,Alamada,1,1,0,fuzzy,100
1204702,citymun,municipality,XII,Carmen,1,1,0,fuzzy,100
1204703,citymun,municipality,XII,Kabacan,1,1,0,fuzzy,100
1204704,citymun,city,XII,Kidapawan City,3,1,0,fuzzy,100
1204705,citymun,municipality,XII,Libungan,2,1,0,fuzzy,100
1204706,citymun,municipality,XII,Magpet,1,1,0,fuzzy,100
1204707,citymun,municipality,XII,Makilala,1,1,0,fuzzy,100
1204708,citymun,municipality,XII,Matalam,1,1,0,fuzzy,100
1204709,citymun,municipality,XII,Midsayap,1,1,0,fuzzy,100
1204710,citymun,municipality,XII,M'Lang,1,1,0,override,100
1204711,citymun,municipality,XII,Pigkawayan,1,1,0,fuzzy,100
1204712,citymun,municipality,XII,Pikit,1,1,0,fuzzy,100
1204713,citymun,municipality,XII,President Roxas,2,1,0,fuzzy,100
1204714,citymun,municipality,XII,Tulunan,1,1,0,fuzzy,100
1204715,citymun,municipality,XII,Antipas,2,1,0,fuzzy,100
1204716,citymun,municipality,XII,Banisilan,2,1,0,fuzzy,100
1204717,citymun,municipality,XII,Aleosan,3,1,0,fuzzy,100
1204718,citymun,municipality,XII,Arakan,1,1,0,fuzzy,100
12063,province,province,XII,South Cotabato,1,1,0,province,100
1206302,citymun,municipality,XII,Banga,1,1,0,fuzzy,100
1206306,citymun,city,XII,Koronadal City,3,1,0,fuzzy,100
1206311,citymun,municipality,XII,Norala,3,2,0,fuzzy,100
1206312,citymun,municipality,XII,Polomolok,1,1,0,fuzzy,100
1206313,citymun,municipality,XII,Surallah,1,1,0,fuzzy,100
1206314,citymun,municipality,XII,Tampakan,2,1,0,fuzzy,100
1206315,citymun,municipality,XII,Tantangan,3,1,0,fuzzy,100
1206316,citymun,municipality,XII,T'Boli,1,1,0,override,100
1206317,citymun,municipality,XII,Tupi,1,1,0,fuzzy,100
1206318,citymun,municipality,XII,Santo Nino,3,2,0,fuzzy,100
1206319,citymun,municipality,XII,Lake Sebu,1,1,0,fuzzy,100
12065,province,province,XII,Sultan Kudarat,1,1,0,province,100
1206501,citymun,municipality,XII,Bagumbayan,1,1,0,fuzzy,100
1206502,citymun,municipality,XII,Columbia,1,1,0,override,100
1206503,citymun,municipality,XII,Esperanza,2,2,0,fuzzy,100
1206504,citymun,municipality,XII,Isulan,1,1,0,fuzzy,100
1206505,citymun,municipality,XII,Kalamansig,2,2,0,fuzzy,100
1206506,citymun,municipality,XII,Lebak,1,1,0,fuzzy,100
1206507,citymun,municipality,XII,Lutayan,2,2,0,fuzzy,100
1206508,citymun,municipality,XII,Lambayong,1,1,0,fuzzy,100
1206509,citymun,municipality,XII,Palimbang,1,1,0,fuzzy,100
1206510,citymun,municipality,XII,President Quirino,1,1,0,fuzzy,100
1206511,citymun,city,XII,Tacurong City,4,3,0,fuzzy,100
1206512,citymun,municipality,XII,Sen. Ninoy Aquino,1,1,0,fuzzy,100
12080,province,province,XII,Sarangani,2,1,0,province,100
1208001,citymun,municipality,XII,Alabel,1,1,0,fuzzy,100
1208002,citymun,municipality,XII,Gian,1,1,0,override,100
1208003,citymun,municipality,XII,Kiamba,1,1,0,fuzzy,100
1208004,citymun,municipality,XII,Maasim,1,1,0,fuzzy,100
1208005,citymun,municipality,XII,Maitum,2,1,0,fuzzy,100
1208006,citymun,municipality,XII,Malapatan,1,1,0,fuzzy,100
1208007,citymun,municipality,XII,Malungon,1,1,0,fuzzy,100
1230800,citymun,city,XII,Santos City,1,1,0,fuzzy,100
1380100,citymun,city,NCR,Caloocan City,1,1,0,fuzzy,100
1380200,citymun,city,NCR,Las Piiias City,1,1,0,override,100
1380300,citymun,city,NCR,Makati City,1,1,0,fuzzy,100
1380400,citymun,city,NCR,Malabon City,1,1,0,fuzzy,100
1380500,citymun,city,NCR,Mandaluyong City,1,1,0,fuzzy,100
1380601,citymun,city,NCR,Manila City,,1,0,override,100
1380603,citymun,city,NCR,Manila City,,1,0,override,100
1380604,citymun,city,NCR,Manila City,,1,0,override,100
1380605,citymun,city,NCR,Manila City,,1,0,override,100
1380606,citymun,city,NCR,Manila City,,1,0,override,100
1380610,citymun,city,NCR,Manila City,,1,0,override,100
1380611,citymun,city,NCR,Manila City,,1,0,override,100
1380612,citymun,city,NCR,Manila City,,1,0,override,100
1380613,citymun,city,NCR,Manila City,,1,0,override,100
1380614,citymun,city,NCR,Manila City,,1,0,override,100
1380700,citymun,city,NCR,Marikina City,1,1,0,fuzzy,100
1380800,citymun,city,NCR,Muntinlupa City,1,1,0,fuzzy,100
1380900,citymun,city,NCR,Navotas City,2,1,0,fuzzy,100
1381000,citymun,city,NCR,Paraiiaque City,1,1,0,override,100
1381100,citymun,city,NCR,Pasay City,1,1,0,fuzzy,100
1381200,citymun,city,NCR,Pasig City,1,1,0,fuzzy,100
1381300,citymun,city,NCR,Quezon City,,1,0,fuzzy,100
1381400,citymun,city,NCR,San Juan City,1,1,0,fuzzy,100
1381500,citymun,city,NCR,Taguig City,1,1,0,fuzzy,100
1381600,citymun,city,NCR,Valenzuela City,1,1,0,fuzzy,100
1381701,citymun,municipality,NCR,Pateros,1,1,0,override,100
14001,province,province,CAR,Abra,3,2,0,province,100
1400101,citymun,municipality,CAR,Bangued,1,1,0,fuzzy,100
1400102,citymun,municipality,CAR,Boliney,5,3,0,fuzzy,100
1400103,citymun,municipality,CAR,Bucay,5,3,0,fuzzy,100
1400104,citymun,municipality,CAR,Bucloc,6,4,0,fuzzy,100
1400105,citymun,municipality,CAR,Daguioman,5,4,0,fuzzy,100
1400106,citymun,municipality,CAR,Danglas,5,3,0,fuzzy,100
1400107,citymun,municipality,CAR,Dolores,5,3,0,fuzzy,100
1400108,citymun,municipality,CAR,La Paz,5,4,0,fuzzy,100
1400109,citymun,municipality,CAR,Lacub,5,2,0,fuzzy,100
1400110,citymun,municipality,CAR,Lagangilang,5,3,0,fuzzy,100
1400111,citymun,municipality,CAR,Lagayan,5,4,0,fuzzy,100
1400112,citymun,municipality,CAR,Langiden,5,4,0,fuzzy,100
1400113,citymun,municipality,CAR,Licuan-Baay,5,3,0,fuzzy,100
1400114,citymun,municipality,CAR,Luba,5,1,0,fuzzy,100
1400115,citymun,municipality,CAR,Malibcong,5,3,0,fuzzy,100
1400116,citymun,municipality,CAR,Manabo,5,3,0,fuzzy,100
1400117,citymun,municipality,CAR,Peñarrubia,6,4,0,fuzzy,100
1400118,citymun,municipality,CAR,Pidigan,5,3,0,fuzzy,100
1400119,citymun,municipality,CAR,Pilar,5,1,0,fuzzy,100
1400120,citymun,municipality,CAR,Sallapadan,5,4,0,fuzzy,100
1400121,citymun,municipality,CAR,San Isidro,5,2,0,fuzzy,100
1400122,citymun,municipality,CAR,San Juan,5,4,0,fuzzy,100
1400123,citymun,municipality,CAR,San Quintin,5,3,0,fuzzy,100
1400124,citymun,municipality,CAR,Tayum,5,1,0,fuzzy,100
1400125,citymun,municipality,CAR,Tineg,2,1,0,fuzzy,100
1400126,citymun,municipality,CAR,Tuba,4,2,0,override,100
1400127,citymun,municipality,CAR,Villaviciosa,5,1,0,fuzzy,100
14011,province,province,CAR,Benguet,2,2,0,province,100
1401101,citymun,municipality,CAR,Atok,4,3,0,fuzzy,100
1401103,citymun,municipality,CAR,Bakun,3,3,0,fuzzy,100
1401104,citymun,municipality,CAR,Bokod,4,2,0,fuzzy,100
1401105,citymun,municipality,CAR,Buguias,3,1,0,fuzzy,100
1401106,citymun,municipality,CAR,Itogon,1,1,0,fuzzy,100
1401107,citymun,municipality,CAR,Kabayan,4,3,0,fuzzy,100
1401108,citymun,municipality,CAR,Kapangan,4,3,0,fuzzy,100
1401109,citymun,municipality,CAR,Kibungan,4,3,0,fuzzy,100
1401110,citymun,municipality,CAR,La Trinidad,1,1,0,fuzzy,100
1401111,citymun,municipality,CAR,Mankayan,1,2,0,fuzzy,100
1401112,citymun,municipality,CAR,Sablan,5,4,0,fuzzy,100
1401113,citymun,municipality,CAR,Tuba,1,1,0,fuzzy,100
1401114,citymun,municipality,CAR,Tublay,5,4,0,fuzzy,100
14027,province,province,CAR,Ifugao,3,3,0,province,100
1402701,citymun,municipality,CAR,Banaue,4,3,0,fuzzy,100
1402702,citymun,municipality,CAR,Hungduan,4,3,0,fuzzy,100
1402703,citymun,municipality,CAR,Kiangan,4,3,0,fuzzy,100
1402704,citymun,municipality,CAR,Lagawe,4,3,0,fuzzy,100
1402705,citymun,municipality,CAR,Lamut,4,2,0,fuzzy,100
1402706,citymun,municipality,CAR,Mayoyao,4,3,0,fuzzy,100
1402707,citymun,municipality,CAR,Alfonso Lista,3,1,0,fuzzy,100
1402708,citymun,municipality,CAR,Aguinaldo,2,1,0,fuzzy,100
1402709,citymun,municipality,CAR,Hingyon,5,5,0,fuzzy,100
1402710,citymun,municipality,CAR,Tinoc,4,3,0,fuzzy,100
1402711,citymun,municipality,CAR,Asipulo,5,4,0,fuzzy,100
14032,province,province,CAR,Kalinga,3,3,0,province,100
1403201,citymun,municipality,CAR,Balbalan,3,1,0,fuzzy,100
1403206,citymun,municipality,CAR,Lubuagan,4,4,0,fuzzy,100
1403208,citymun,municipality,CAR,Pasil,5,4,0,fuzzy,100
1403209,citymun,municipality,CAR,Pinukpuk,1,1,0,fuzzy,100
1403211,citymun,municipality,CAR,Rizal,4,3,0,fuzzy,100
1403213,citymun,city,CAR,Tabuk City,5,1,0,fuzzy,100
1403214,citymun,municipality,CAR,Tanudan,4,3,0,fuzzy,100
1403215,citymun,municipality,CAR,Tinglayan,4,3,0,fuzzy,100
14044,province,province,CAR,Province,4,4,0,province,100
1404401,citymun,municipality,CAR,Barlig,5,4,0,fuzzy,100
1404402,citymun,municipality,CAR,Bauko,4,2,0,fuzzy,100
1404403,citymun,municipality,CAR,Besao,5,4,0,fuzzy,100
1404404,citymun,municipality,CAR,Bontoc,2,1,0,fuzzy,100
1404405,citymun,municipality,CAR,Natonin,4,3,0,fuzzy,100
1404406,citymun,municipality,CAR,Paracelis,2,1,0,fuzzy,100
1404407,citymun,municipality,CAR,Sabangan,5,4,0,fuzzy,100
1404408,citymun,municipality,CAR,Sadanga,5,5,0,fuzzy,100
1404409,citymun,municipality,CAR,Sagada,5,4,0,fuzzy,100
1404410,citymun,municipality,CAR,Tadian,4,3,0,fuzzy,100
14081,province,province,CAR,Apayao,3,3,0,province,100
1408101,citymun,municipality,CAR,Calanasan,1,1,0,fuzzy,100
1408102,citymun,municipality,CAR,Conner,2,1,0,fuzzy,100
1408103,citymun,municipality,CAR,Flora,3,2,0,fuzzy,100
1408104,citymun,municipality,CAR,Kabugao,1,1,0,fuzzy,100
1408105,citymun,municipality,CAR,Luna,2,1,0,fuzzy,100
1408106,citymun,municipality,CAR,Pudtol,4,2,0,fuzzy,100
1408107,citymun,municipality,CAR,Santa Marcela,4,4,0,fuzzy,100
1430300,citymun,city,CAR,Baguio City,1,1,0,fuzzy,100
16002,province,province,XIII,Agusan Del Norte,3,1,0,province,100
1600201,citymun,municipality,XII,Buenavista,1,1,0,override,100
1600203,citymun,city,XIII,Cabadbaran City,6,3,0,fuzzy,100
1600204,citymun,municipality,XIII,Carmen,4,3,0,fuzzy,100
1600205,citymun,municipality,XIII,Jabonga,3,2,0,fuzzy,100
1600206,citymun,municipality,XIII,Kitcharao,4,3,0,fuzzy,100
1600207,citymun,municipality,XIII,Las Nieves,2,1,0,fuzzy,100
1600208,citymun,municipality,XIII,Magallanes,4,3,0,fuzzy,100
1600209,citymun,municipality,XIII,Nasipit,3,2,0,fuzzy,100
1600210,citymun,municipality,XIII,Santiago,4,1,0,fuzzy,100
1600211,citymun,municipality,XIII,Tubay,4,1,0,fuzzy,100
1600212,citymun,municipality,XIII,Remedios T. Romualdez,5,4,0,fuzzy,95
16003,province,province,XIII,Agusan Del Sur,1,1,0,province,100
1600301,citymun,city,XIII,Bayugan City,5,1,0,fuzzy,100
1600302,citymun,municipality,XIII,Bunawan,1,1,0,fuzzy,100
1600303,citymun,municipality,XIII,Esperanza,1,1,0,fuzzy,100
1600304,citymun,municipality,XIII,La Paz,1,1,0,fuzzy,100
1600305,citymun,municipality,XIII,Loreto,1,1,0,fuzzy,100
1600306,citymun,municipality,XIII,Prosperidad,1,1,0,fuzzy,100
1600307,citymun,municipality,XIII,Rosario,2,1,0,fuzzy,100
1600308,citymun,municipality,XIII,San Francisco,1,1,0,fuzzy,100
1600309,citymun,municipality,XIII,San Luis,1,1,0,fuzzy,100
1600310,citymun,municipality,XIII,Santa Josefa,3,1,0,fuzzy,100
1600311,citymun,municipality,XIII,Talacogon,2,1,0,fuzzy,100
1600312,citymun,municipality,XIII,Trento,1,1,0,fuzzy,100
1600313,citymun,municipality,XIII,Veruela,2,1,0,fuzzy,100
1600314,citymun,municipality,XIII,Sibagat,1,1,0,fuzzy,100
16067,province,province,X,Surigao Del Norte,2,1,0,override,100
1606701,citymun,municipality,XIII,Alegria,5,4,0,fuzzy,100
1606702,citymun,municipality,XIII,Bacuag,5,4,0,fuzzy,100
1606704,citymun,municipality,XIII,Burgos,6,5,0,fuzzy,100
1606706,citymun,municipality,XIII,Claver,2,1,0,fuzzy,100
1606707,citymun,municipality,XIII,Dapa,4,2,0,fuzzy,100
1606708,citymun,municipality,XIII,Del Carmen,5,3,0,fuzzy,100
1606710,citymun,municipality,XIII,General Luna,5,3,0,fuzzy,100
1606711,citymun,municipality,XIII,Gigaquit,4,3,0,fuzzy,100
1606714,citymun,municipality,XIII,Mainit,5,3,0,fuzzy,100
1606715,citymun,municipality,XIII,Malimono,5,4,0,fuzzy,100
1606716,citymun,municipality,XIII,Pilar,5,4,0,fuzzy,100
1606717,citymun,municipality,XIII,Placer,4,3,0,fuzzy,100
1606718,citymun,municipality,XIII,San Benito,6,5,0,fuzzy,100
1606719,citymun,municipality,XIII,San Francisco,5,4,0,fuzzy,100
1606720,citymun,municipality,XIII,San Isidro,5,5,0,fuzzy,100
1606721,citymun,municipality,XIII,Santa Monica,5,5,0,fuzzy,100
1606722,citymun,municipality,XIII,Sison,5,4,0,fuzzy,100
1606723,citymun,municipality,XIII,Socorro,4,3,0,fuzzy,100
1606724,citymun,city,XIII,Surigao City,3,2,0,fuzzy,100
1606725,citymun,municipality,XIII,Tagana-An,5,3,0,fuzzy,100
1606727,citymun,municipality,XIII,Tubod,5,4,0,fuzzy,100
16068,province,province,XIII,Surigao Del Sur,1,1,0,province,100
1606801,citymun,municipality,XIII,Barobo,3,1,0,fuzzy,100
1606802,citymun,municipality,XIII,Bayabas,5,4,0,fuzzy,100
1606803,citymun,city,XIII,Bislig City,3,2,0,fuzzy,100
1606804,citymun,municipality,XIII,Cagwait,4,2,0,fuzzy,100
1606805,citymun,municipality,XIII,Cantilan,2,1,0,fuzzy,100
1606806,citymun,municipality,XIII,Carmen,5,4,0,fuzzy,100
1606807,citymun,municipality,XIII,Carrascal,4,1,0,fuzzy,100
1606808,citymun,municipality,XIII,Cortes,4,4,0,fuzzy,100
1606809,citymun,municipality,XIII,Hinatuan,2,1,0,fuzzy,100
1606810,citymun,municipality,XIII,Lanuza,4,3,0,fuzzy,100
1606811,citymun,municipality,XIII,Lianga,4,2,0,fuzzy,100
1606812,citymun,municipality,XIII,Lingig,2,1,0,fuzzy,100
1606813,citymun,municipality,XIII,Madrid,4,3,0,fuzzy,100
1606814,citymun,municipality,XIII,Marihatag,3,2,0,fuzzy,100
1606815,citymun,municipality,XIII,San Agustin,4,2,0,fuzzy,100
1606816,citymun,municipality,XIII,San Miguel,1,1,0,fuzzy,100
1606817,citymun,municipality,XIII,Tagbina,2,1,0,fuzzy,100
1606818,citymun,municipality,XIII,Tago,2,1,0,fuzzy,100
1606819,citymun,city,XIII,Tandag City,6,3,0,fuzzy,100
16085,province,province,XIII,Islands,4,2,0,province,100
1608501,citymun,municipality,XIII,Basilisa,4,3,0,fuzzy,100
1608502,citymun,municipality,XIII,Cagdianao,3,1,0,fuzzy,100
1608503,citymun,municipality,XIII,Dinagat,5,4,0,fuzzy,100
1608504,citymun,municipality,XIII,Libjo,5,3,0,fuzzy,100
1608505,citymun,municipality,XIII,Loreto,4,2,0,fuzzy,100
1608506,citymun,municipality,XIII,San Jose,4,4,0,fuzzy,100
1608507,citymun,municipality,XIII,Tubajon,5,4,0,fuzzy,100
1630400,citymun,city,XIII,Butuan City,1,1,0,fuzzy,100
17040,province,province,MIMAROPA,Marinduque,4,4,0,province,100
1704001,citymun,municipality,MIMAROPA,Boac,1,1,0,fuzzy,100
1704002,citymun,municipality,MIMAROPA,Buenavista,4,4,0,fuzzy,100
1704003,citymun,municipality,MIMAROPA,Gasan,3,2,0,fuzzy,100
1704004,citymun,municipality,MIMAROPA,Mogpog,3,2,0,fuzzy,100
1704005,citymun,municipality,MIMAROPA,Santa Cruz,1,1,0,fuzzy,100
1704006,citymun,municipality,MIMAROPA,Torrijos,3,2,0,fuzzy,100
17051,province,province,MIMAROPA,Mindoro,3,3,0,province,100
1705101,citymun,municipality,MIMAROPA,Abra De Ilog,2,1,0,override,100
1705102,citymun,municipality,MIMAROPA,Calintaan,3,1,0,fuzzy,100
1705103,citymun,municipality,MIMAROPA,Looc,5,4,0,fuzzy,100
1705104,citymun,municipality,MIMAROPA,Lubang,4,4,0,fuzzy,100
1705105,citymun,municipality,MIMAROPA,Magsaysay,3,1,0,fuzzy,100
1705106,citymun,municipality,MIMAROPA,Mamburao,2,1,0,fuzzy,100
1705107,citymun,municipality,MIMAROPA,Paluan,3,1,0,fuzzy,100
1705108,citymun,municipality,MIMAROPA,Rizal,3,2,0,fuzzy,100
1705109,citymun,municipality,MIMAROPA,Sablayan,1,1,0,fuzzy,100
1705110,citymun,municipality,MIMAROPA,San Jose,1,1,0,fuzzy,100
1705111,citymun,municipality,MIMAROPA,Santa Cruz,1,1,0,fuzzy,100
17052,province,province,MIMAROPA,Oriental Mindoro,2,2,0,province,100
1705201,citymun,municipality,MIMAROPA,Baco,3,1,0,fuzzy,100
1705202,citymun,municipality,MIMAROPA,Bansud,2,1,0,fuzzy,100
1705203,citymun,municipality,MIMAROPA,Bongabong,1,1,0,fuzzy,100
1705204,citymun,municipality,MIMAROPA,Bulalacao,3,1,0,fuzzy,100
1705205,citymun,city,MIMAROPA,Calapan City,3,2,0,fuzzy,100
1705206,citymun,municipality,MIMAROPA,Gloria,3,1,0,fuzzy,100
1705207,citymun,municipality,MIMAROPA,Mansalay,2,1,0,fuzzy,100
1705208,citymun,municipality,MIMAROPA,Naujan,1,1,0,fuzzy,100
1705209,citymun,municipality,MIMAROPA,Pinamalayan,1,1,0,fuzzy,100
1705210,citymun,municipality,MIMAROPA,Pola,3,2,0,fuzzy,100
1705211,citymun,municipality,MIMAROPA,Puerto Galera,1,1,0,fuzzy,100
1705212,citymun,municipality,MIMAROPA,Roxas,2,1,0,fuzzy,100
1705213,citymun,municipality,MIMAROPA,San Teodoro,4,2,0,fuzzy,100
1705214,citymun,municipality,MIMAROPA,Socorro,3,2,0,fuzzy,100
1705215,citymun,municipality,MIMAROPA,Victoria,2,1,0,fuzzy,100
17053,province,province,MIMAROPA,Palawan,1,1,0,province,100
1705301,citymun,municipality,MIMAROPA,Aborlan,1,1,0,fuzzy,100
1705302,citymun,municipality,MIMAROPA,Agutaya,5,5,0,fuzzy,100
1705303,citymun,municipality,MIMAROPA,Araceli,4,3,0,fuzzy,100
1705304,citymun,municipality,MIMAROPA,Balabac,2,1,0,fuzzy,100
1705305,citymun,municipality,MIMAROPA,Bataraza,1,1,0,fuzzy,100
1705306,citymun,municipality,MIMAROPA,Point,1,1,0,fuzzy,89
1705307,citymun,municipality,MIMAROPA,Busuanga,3,1,0,fuzzy,100
1705308,citymun,municipality,MIMAROPA,Cagayancillo,6,5,0,fuzzy,100
1705309,citymun,municipality,MIMAROPA,Coron,1,1,0,fuzzy,100
1705310,citymun,municipality,MIMAROPA,Cuyo,4,3,0,fuzzy,100
1705311,citymun,municipality,MIMAROPA,Dumaran,3,1,0,fuzzy,100
1705312,citymun,municipality,MIMAROPA,El Nido,1,1,0,fuzzy,100
1705313,citymun,municipality,MIMAROPA,Linapacan,5,3,0,fuzzy,100
1705314,citymun,municipality,MIMAROPA,Magsaysay,5,4,0,fuzzy,100
1705315,citymun,municipality,MIMAROPA,Narra,1,1,0,fuzzy,100
1705317,citymun,municipality,MIMAROPA,Quezon,1,1,0,fuzzy,100
1705318,citymun,municipality,MIMAROPA,Roxas,1,1,0,fuzzy,100
1705319,citymun,municipality,MIMAROPA,San Vicente,1,1,0,fuzzy,100
1705320,citymun,municipality,MIMAROPA,Taytay,1,1,0,fuzzy,100
1705321,citymun,municipality,MIMAROPA,Kalayaan,5,4,0,fuzzy,100
1705322,citymun,municipality,MIMAROPA,Culion,3,1,0,fuzzy,100
1705323,citymun,municipality,MIMAROPA,Rizal,1,1,0,fuzzy,100
1705324,citymun,municipality,MIMAROPA,Española,2,1,0,fuzzy,100
17059,province,province,MIMAROPA,Romblon,3,3,0,province,100
1705901,citymun,municipality,MIMAROPA,Alcantara,5,4,0,fuzzy,100
1705902,citymun,municipality,MIMAROPA,Banton,5,5,0,fuzzy,100
1705903,citymun,municipality,MIMAROPA,Cajidiocan,4,3,0,fuzzy,100
1705904,citymun,municipality,MIMAROPA,Calatrava,5,4,0,fuzzy,100
1705905,citymun,municipality,MIMAROPA,Concepcion,6,5,0,fuzzy,100
1705906,citymun,municipality,MIMAROPA,Corcuera,5,5,0,fuzzy,100
1705907,citymun,municipality,MIMAROPA,Looc,4,3,0,fuzzy,100
1705908,citymun,municipality,MIMAROPA,Magdiwang,5,4,0,fuzzy,100
1705909,citymun,municipality,MIMAROPA,Odiongan,2,1,0,fuzzy,100
1705910,citymun,municipality,MIMAROPA,Romblon,3,2,0,fuzzy,100
1705911,citymun,municipality,MIMAROPA,San Agustin,4,3,0,fuzzy,100
1705912,citymun,municipality,MIMAROPA,San Andres,5,4,0,fuzzy,100
