geo_code,geo_level,dof_kind,dof_region,dof_name,old_class_dof,new_class,converted,method,score
1705913,citymun,municipality,MIMAROPA,San Fernando,4,3,0,fuzzy,100
1705914,citymun,municipality,MIMAROPA,San Jose,5,5,0,fuzzy,100
1705915,citymun,municipality,MIMAROPA,Santa Fe,5,4,0,fuzzy,100
1705916,citymun,municipality,MIMAROPA,Ferrol,6,5,0,fuzzy,100
1705917,citymun,municipality,MIMAROPA,Santa Maria,5,5,0,fuzzy,100
1731500,citymun,city,MIMAROPA,Puerto Princesa City,1,1,0,fuzzy,100
18045,province,province,VI,Negros Occidental,1,1,0,province,100
1804502,citymun,city,VI,Bago City,2,1,0,fuzzy,100
1804503,citymun,municipality,VI,Binalbagan,1,1,0,fuzzy,100
1804504,citymun,city,VI,Cadiz City,2,1,0,fuzzy,100
1804505,citymun,municipality,VI,Calatrava,1,1,0,fuzzy,100
1804506,citymun,municipality,VI,Candoni,4,3,0,fuzzy,100
1804507,citymun,municipality,VI,Cauayan,1,1,0,fuzzy,100
1804508,citymun,municipality,VI,Enrique B. Magalona,2,1,0,fuzzy,94
1804509,citymun,city,VI,Escalante City,4,3,0,fuzzy,100
1804510,citymun,city,VI,Himamaylan City,3,2,0,fuzzy,100
1804511,citymun,municipality,VI,Hinigaran,1,1,0,fuzzy,100
1804512,citymun,municipality,VI,Hinoba-an,1,1,0,fuzzy,100
1804513,citymun,municipality,VI,Ilog,2,1,0,fuzzy,100
1804514,citymun,municipality,VI,Isabela,2,1,0,fuzzy,100
1804515,citymun,city,VI,Kabankalan City,1,1,0,fuzzy,100
1804516,citymun,city,VI,La Carlota City,4,4,0,fuzzy,100
1804517,citymun,municipality,VI,La Castellana,1,1,0,fuzzy,100
1804518,citymun,municipality,VI,Manapla,2,1,0,fuzzy,100
1804519,citymun,municipality,VI,Moises Padilla,3,2,0,fuzzy,100
1804520,citymun,municipality,VI,Murcia,1,1,0,fuzzy,100
1804521,citymun,municipality,VI,Pontevedra,3,1,0,fuzzy,100
1804522,citymun,municipality,VI,Pulupandan,3,3,0,fuzzy,100
1804523,citymun,city,VI,Sagay City,3,2,0,fuzzy,100
1804524,citymun,city,VI,San Carlos City,2,1,0,fuzzy,100
1804525,citymun,municipality,VI,San Enrique,4,4,0,fuzzy,100
1804526,citymun,city,VI,Silay City,3,3,0,fuzzy,100
1804527,citymun,city,VI,Sipalay City,4,3,0,fuzzy,100
1804528,citymun,city,VI,Talisay City,4,3,0,fuzzy,100
1804529,citymun,municipality,VI,Toboso,3,2,0,fuzzy,100
1804530,citymun,municipality,VI,Valladolid,4,2,0,fuzzy,100
1804531,citymun,city,VI,Victorias City,4,4,0,fuzzy,100
1804532,citymun,municipality,VI,Salvador Benedicto,4,3,0,fuzzy,100
18046,province,province,VII,Negros Oriental,2,2,0,province,100
1804601,citymun,municipality,VII,Amlan,4,3,0,fuzzy,100
1804602,citymun,municipality,VII,Ayungon,2,1,0,fuzzy,100
1804603,citymun,municipality,VII,Bacong,4,2,0,fuzzy,100
1804604,citymun,city,VII,Sais City,3,3,0,override,100
1804605,citymun,municipality,VII,Basay,4,3,0,fuzzy,100
1804606,citymun,city,VII,Bayawan City,2,1,0,fuzzy,100
1804607,citymun,municipality,VII,Bindoy,3,2,0,fuzzy,100
1804608,citymun,city,VII,Canlaon City,4,4,0,fuzzy,100
1804609,citymun,municipality,VII,Dauin,4,2,0,fuzzy,100
1804610,citymun,city,VII,Dumaguete City,3,2,0,fuzzy,100
1804611,citymun,city,VII,Guihulngan City,5,2,0,fuzzy,100
1804612,citymun,municipality,VII,Jimalalud,4,3,0,fuzzy,100
1804613,citymun,municipality,VII,La Libertad,2,2,0,fuzzy,100
1804614,citymun,municipality,VII,Mabinay,1,1,0,fuzzy,100
1804615,citymun,municipality,VII,Manjuyod,2,1,0,fuzzy,100
1804616,citymun,municipality,VII,Pamplona,3,2,0,fuzzy,100
1804617,citymun,municipality,VII,San Jose,5,4,0,fuzzy,100
1804618,citymun,municipality,VII,Santa Catalina,1,1,0,fuzzy,100
1804619,citymun,municipality,VII,Siaton,1,1,0,fuzzy,100
1804620,citymun,municipality,VII,Sibulan,2,1,0,fuzzy,100
1804621,citymun,city,VII,Tanjay City,4,3,0,fuzzy,100
1804622,citymun,municipality,VII,Tayasan,3,2,0,fuzzy,100
1804623,citymun,municipality,VII,Valencia,1,1,0,fuzzy,100
1804624,citymun,municipality,VII,Vallehermoso,3,2,0,fuzzy,100
1804625,citymun,municipality,VII,Zamboanguita,4,3,0,fuzzy,100
18061,province,province,VII,Siquijor,4,4,0,province,100
1806101,citymun,municipality,VII,Villanueva,5,5,0,fuzzy,100
1806102,citymun,municipality,VII,Larena,5,4,0,fuzzy,100
1806103,citymun,municipality,VII,Lazi,4,4,0,fuzzy,100
1806104,citymun,municipality,VII,Maria,5,4,0,fuzzy,100
1806105,citymun,municipality,VII,San Juan,5,4,0,fuzzy,100
1806106,citymun,municipality,VII,Siquijor,4,3,0,fuzzy,100
1830200,citymun,city,VI,Bacolod City,1,1,0,fuzzy,100
19007,province,province,BARMM,Basilan,3,1,0,province,100
1900702,citymun,city,BARMM,Lamitan City,6,3,0,fuzzy,100
1900703,citymun,municipality,BARMM,Lantawan,3,2,0,fuzzy,100
1900704,citymun,municipality,BARMM,Maluso,4,2,0,fuzzy,100
1900705,citymun,municipality,BARMM,Sumisip,1,1,0,fuzzy,100
1900706,citymun,municipality,BARMM,Tipo-Tipo,3,4,0,fuzzy,100
1900707,citymun,municipality,BARMM,Tuburan,2,2,0,fuzzy,100
1900708,citymun,municipality,BARMM,Akbar,,4,0,fuzzy,100
1900709,citymun,municipality,BARMM,Al-Barka,,4,0,fuzzy,100
1900710,citymun,municipality,BARMM,Ajul,,4,0,fuzzy,100
1900711,citymun,municipality,BARMM,Pukan,,,0,fuzzy,100
1900712,citymun,municipality,BARMM,Hadji Muhtamad,,5,0,fuzzy,100
1900713,citymun,municipality,BARMM,Tabuan-Lasa,,4,0,fuzzy,100
19036,province,province,BARMM,Lanao Del Sur,1,1,0,province,100
1903601,citymun,municipality,BARMM,Bacolod-Kalawi,3,1,0,fuzzy,100
1903602,citymun,municipality,BARMM,Balabagan,4,2,0,fuzzy,100
1903603,citymun,municipality,BARMM,Balindong,4,2,0,fuzzy,100
1903604,citymun,municipality,BARMM,Bayang,5,3,0,fuzzy,100
1903605,citymun,municipality,BARMM,Binidayan,4,3,0,fuzzy,100
1903606,citymun,municipality,BARMM,Bubong,2,1,0,fuzzy,100
1903607,citymun,municipality,BARMM,Butig,6,,0,fuzzy,100
1903609,citymun,municipality,BARMM,Ganassi,4,2,0,fuzzy,100
1903610,citymun,municipality,BARMM,Kapai,4,2,0,fuzzy,100
1903611,citymun,municipality,BARMM,Lumba-Bayabao,2,1,0,fuzzy,100
1903612,citymun,municipality,BARMM,Lumbatan,5,4,0,fuzzy,100
1903613,citymun,municipality,BARMM,Madalum,3,1,0,fuzzy,100
1903614,citymun,municipality,BARMM,Madamba,4,3,0,fuzzy,100
1903615,citymun,municipality,BARMM,Malabang,3,,0,fuzzy,100
1903616,citymun,municipality,BARMM,Marantao,2,,0,fuzzy,100
1903617,citymun,city,BARMM,Marawi City,4,3,0,fuzzy,100
1903618,citymun,municipality,BARMM,Masiu,5,3,0,fuzzy,100
1903619,citymun,municipality,BARMM,Mulondo,3,2,0,fuzzy,100
1903620,citymun,municipality,BARMM,Pagayawan,5,3,0,fuzzy,100
1903621,citymun,municipality,BARMM,Piagapo,4,2,0,fuzzy,100
1903622,citymun,municipality,BARMM,Poona Bayabao,4,2,0,fuzzy,100
1903623,citymun,municipality,BARMM,Pualas,5,3,0,fuzzy,100
1903624,citymun,municipality,BARMM,Ditsaan-Ramain,3,2,0,fuzzy,100
1903625,citymun,municipality,BARMM,Saguiaran,4,3,0,fuzzy,100
1903626,citymun,municipality,BARMM,Tamparan,5,3,0,fuzzy,100
1903627,citymun,municipality,BARMM,Taraka,4,2,0,fuzzy,100
1903628,citymun,municipality,BARMM,Tubaran,4,2,0,fuzzy,100
1903629,citymun,municipality,BARMM,Tugaya,5,3,0,fuzzy,100
1903630,citymun,municipality,BARMM,Wao,,1,0,fuzzy,100
1903631,citymun,municipality,BARMM,Marogong,4,2,0,fuzzy,100
1903632,citymun,municipality,BARMM,Calanogas,5,4,0,fuzzy,100
1903633,citymun,municipality,BARMM,Buadiposo-Buntong,4,3,0,fuzzy,100
1903634,citymun,municipality,BARMM,Maguing,2,1,0,fuzzy,100
1903635,citymun,municipality,BARMM,Picong,4,3,0,fuzzy,100
1903636,citymun,municipality,BARMM,Lumbayanague,4,3,0,fuzzy,100
1903637,citymun,municipality,BARMM,Amai Manabilang,3,,0,fuzzy,100
1903638,citymun,municipality,BARMM,II,4,3,0,override,100
1903639,citymun,municipality,BARMM,Kapatagan,4,2,0,fuzzy,100
1903640,citymun,municipality,BARMM,Sultan Dumalondong,6,5,0,fuzzy,100
1903641,citymun,municipality,BARMM,Lumbaca-Unayan,,5,0,fuzzy,100
19066,province,province,BARMM,Sulu,2,1,0,province,100
1906601,citymun,municipality,BARMM,Indanan,3,1,0,fuzzy,100
1906602,citymun,municipality,BARMM,Jolo,1,1,0,fuzzy,100
1906603,citymun,municipality,BARMM,Kalingalan,5,3,0,override,100
1906604,citymun,municipality,BARMM,Luuk,3,3,0,fuzzy,100
1906605,citymun,municipality,BARMM,Maimbung,5,2,0,fuzzy,100
1906606,citymun,municipality,BARMM,Hadji Panglima,6,5,0,override,100
1906607,citymun,municipality,BARMM,Old Panamao,4,2,0,fuzzy,100
1906608,citymun,municipality,BARMM,Pangutaran,4,2,0,fuzzy,100
1906609,citymun,municipality,BARMM,Parang,2,1,0,fuzzy,100
1906610,citymun,municipality,BARMM,Pata,5,4,0,fuzzy,100
1906611,citymun,municipality,BARMM,Patikul,3,1,0,fuzzy,100
1906612,citymun,municipality,BARMM,Siasi,2,1,0,fuzzy,100
1906613,citymun,municipality,BARMM,Talipao,1,1,0,fuzzy,100
1906614,citymun,municipality,BARMM,Tapul,5,4,0,fuzzy,100
1906615,citymun,municipality,BARMM,Tongkil,4,2,0,fuzzy,100
1906616,citymun,municipality,BARMM,Estino,5,3,0,fuzzy,100
1906617,citymun,municipality,BARMM,Lugus,5,4,0,fuzzy,100
1906618,citymun,municipality,BARMM,Pandami,4,3,0,fuzzy,100
1906619,citymun,municipality,BARMM,Omar,,4,0,fuzzy,100
19070,province,province,BARMM,Tawi-Tawi,3,1,0,province,100
1907001,citymun,municipality,BARMM,Sugala,3,1,0,fuzzy,100
1907002,citymun,municipality,BARMM,Bongao,2,1,0,fuzzy,100
1907003,citymun,municipality,BARMM,Mapun,4,3,0,fuzzy,100
1907004,citymun,municipality,BARMM,Simunul,4,2,0,fuzzy,100
1907005,citymun,municipality,BARMM,Sitangkai,1,1,0,fuzzy,100
1907006,citymun,municipality,BARMM,South Ubian,3,2,0,fuzzy,100
1907007,citymun,municipality,BARMM,Tandubas,2,1,0,fuzzy,100
1907008,citymun,municipality,BARMM,Turtle Islands,5,5,0,fuzzy,100
1907009,citymun,municipality,BARMM,Languyan,1,1,0,fuzzy,100
1907010,citymun,municipality,BARMM,Sapa-Sapa,3,2,0,fuzzy,100
1907011,citymun,municipality,BARMM,Sibutu,,3,0,fuzzy,100
19087,province,province,BARMM,Del Norte,,4,0,province,100
1908701,citymun,municipality,BARMM,Barira,4,2,0,fuzzy,100
1908702,citymun,municipality,BARMM,Buldon,4,1,0,fuzzy,100
1908703,citymun,city,BARMM,Cotabato City,3,1,0,fuzzy,100
1908704,citymun,municipality,BARMM,Datu Blah T. Sinsuat,,3,0,fuzzy,94
1908705,citymun,municipality,BARMM,Datu Odin Sinsuat,1,1,0,fuzzy,100
1908706,citymun,municipality,BARMM,Kabuntalan,5,4,0,fuzzy,100
1908707,citymun,municipality,BARMM,Matanog,4,3,0,fuzzy,100
1908708,citymun,municipality,BARMM,Northern,5,4,0,override,100
1908709,citymun,municipality,BARMM,Parang,1,1,0,fuzzy,100
1908710,citymun,municipality,BARMM,Sultan Kudarat,1,1,0,fuzzy,100
1908711,citymun,municipality,BARMM,Sultan Mastura,5,3,0,fuzzy,100
1908712,citymun,municipality,BARMM,Talitay,,4,0,fuzzy,100
1908713,citymun,municipality,BARMM,Upi,1,1,0,fuzzy,100
19088,province,province,BARMM,Del Sur,1,1,0,province,100
1908801,citymun,municipality,BARMM,Ampatuan,4,2,0,fuzzy,100
1908802,citymun,municipality,BARMM,Buluan,4,1,0,fuzzy,100
1908803,citymun,municipality,BARMM,Datu Abdullah,,2,0,override,100
1908804,citymun,municipality,BARMM,Datu Anggal,,4,0,override,100
1908805,citymun,municipality,BARMM,Datu Hoffer,,4,0,override,100
1908806,citymun,municipality,BARMM,Datu Paglas,4,3,0,fuzzy,100
1908807,citymun,municipality,BARMM,Datu Piang,2,2,0,fuzzy,100
1908808,citymun,municipality,BARMM,Datu Saliba,,4,0,fuzzy,91
1908809,citymun,municipality,BARMM,Datu Saudi-,4,4,0,override,100
1908810,citymun,municipality,BARMM,Datu Unsay,5,4,0,fuzzy,100
1908811,citymun,municipality,BARMM,Gen. S. K.,4,2,0,override,100
1908812,citymun,municipality,BARMM,Guindulungan,,4,0,fuzzy,100
1908813,citymun,municipality,BARMM,Mamasapano,5,4,0,fuzzy,100
1908814,citymun,municipality,BARMM,Mangudadatu,,3,0,fuzzy,100
1908815,citymun,municipality,BARMM,Datu Montawal,5,2,0,override,100
1908816,citymun,municipality,BARMM,Pagalungan,1,1,0,fuzzy,100
1908817,citymun,municipality,BARMM,Paglat,,4,0,fuzzy,100
1908818,citymun,municipality,BARMM,Pandag,,4,0,fuzzy,100
1908819,citymun,municipality,BARMM,Rajah Buayan,,4,0,fuzzy,100
1908820,citymun,municipality,BARMM,Shariff Aguak,2,2,0,fuzzy,100
1908821,citymun,municipality,BARMM,Shariff Saydona,,4,0,override,100
1908822,citymun,municipality,BARMM,South Upi,4,2,0,fuzzy,100
1908823,citymun,municipality,BARMM,Sultan sa Barongis,2,3,0,fuzzy,100
1908824,citymun,municipality,BARMM,Talayan,4,3,0,fuzzy,100
