cadre,geo_code,geo_level,lgu_hired,doh_hired,total,population_2025,households_2025,source_psgc,source_area_name,geo_resolution
sanitary_engineer,1400124,citymun,0,0,0,14884,3510,1400124000,Tayum,direct
sanitary_inspector,1400124,citymun,1,0,1,14884,3510,1400124000,Tayum,direct
physician,1400125,citymun,1,0,1,5126,902,1400125000,Tineg,direct
nurse,1400125,citymun,4,5,9,5126,902,1400125000,Tineg,direct
midwife,1400125,citymun,2,3,5,5126,902,1400125000,Tineg,direct
dentist,1400125,citymun,0,0,0,5126,902,1400125000,Tineg,direct
med_tech,1400125,citymun,0,0,0,5126,902,1400125000,Tineg,direct
nutritionist,1400125,citymun,0,0,0,5126,902,1400125000,Tineg,direct
sanitary_engineer,1400125,citymun,0,0,0,5126,902,1400125000,Tineg,direct
sanitary_inspector,1400125,citymun,1,0,1,5126,902,1400125000,Tineg,direct
physician,1400126,citymun,1,0,1,5674,1028,1400126000,Tubo,direct
nurse,1400126,citymun,3,6,9,5674,1028,1400126000,Tubo,direct
midwife,1400126,citymun,11,1,12,5674,1028,1400126000,Tubo,direct
dentist,1400126,citymun,0,0,0,5674,1028,1400126000,Tubo,direct
med_tech,1400126,citymun,2,0,2,5674,1028,1400126000,Tubo,direct
nutritionist,1400126,citymun,0,0,0,5674,1028,1400126000,Tubo,direct
sanitary_engineer,1400126,citymun,0,0,0,5674,1028,1400126000,Tubo,direct
sanitary_inspector,1400126,citymun,1,0,1,5674,1028,1400126000,Tubo,direct
physician,1400127,citymun,0,0,0,5675,1367,1400127000,Villaviciosa,direct
nurse,1400127,citymun,2,2,4,5675,1367,1400127000,Villaviciosa,direct
midwife,1400127,citymun,2,1,3,5675,1367,1400127000,Villaviciosa,direct
dentist,1400127,citymun,0,0,0,5675,1367,1400127000,Villaviciosa,direct
med_tech,1400127,citymun,0,1,1,5675,1367,1400127000,Villaviciosa,direct
nutritionist,1400127,citymun,0,1,1,5675,1367,1400127000,Villaviciosa,direct
sanitary_engineer,1400127,citymun,0,0,0,5675,1367,1400127000,Villaviciosa,direct
sanitary_inspector,1400127,citymun,1,0,1,5675,1367,1400127000,Villaviciosa,direct
physician,14011,province,19,5,24,482967,122400,1401100000,Benguet,direct
nurse,14011,province,41,83,124,482967,122400,1401100000,Benguet,direct
midwife,14011,province,153,37,190,482967,122400,1401100000,Benguet,direct
dentist,14011,province,10,4,14,482967,122400,1401100000,Benguet,direct
med_tech,14011,province,24,0,24,482967,122400,1401100000,Benguet,direct
nutritionist,14011,province,12,0,12,482967,122400,1401100000,Benguet,direct
sanitary_engineer,14011,province,0,0,0,482967,122400,1401100000,Benguet,direct
sanitary_inspector,14011,province,21,0,21,482967,122400,1401100000,Benguet,direct
physician,1401101,citymun,1,1,2,20114,4957,1401101000,Atok,direct
nurse,1401101,citymun,1,6,7,20114,4957,1401101000,Atok,direct
midwife,1401101,citymun,8,1,9,20114,4957,1401101000,Atok,direct
dentist,1401101,citymun,0,0,0,20114,4957,1401101000,Atok,direct
med_tech,1401101,citymun,0,0,0,20114,4957,1401101000,Atok,direct
nutritionist,1401101,citymun,1,0,1,20114,4957,1401101000,Atok,direct
sanitary_engineer,1401101,citymun,0,0,0,20114,4957,1401101000,Atok,direct
sanitary_inspector,1401101,citymun,1,0,1,20114,4957,1401101000,Atok,direct
physician,1401103,citymun,1,0,1,15215,3618,1401103000,Bakun,direct
nurse,1401103,citymun,2,6,8,15215,3618,1401103000,Bakun,direct
midwife,1401103,citymun,7,5,12,15215,3618,1401103000,Bakun,direct
dentist,1401103,citymun,1,0,1,15215,3618,1401103000,Bakun,direct
med_tech,1401103,citymun,2,0,2,15215,3618,1401103000,Bakun,direct
nutritionist,1401103,citymun,1,0,1,15215,3618,1401103000,Bakun,direct
sanitary_engineer,1401103,citymun,0,0,0,15215,3618,1401103000,Bakun,direct
sanitary_inspector,1401103,citymun,1,0,1,15215,3618,1401103000,Bakun,direct
physician,1401104,citymun,1,0,1,15077,3579,1401104000,Bokod,direct
nurse,1401104,citymun,1,7,8,15077,3579,1401104000,Bokod,direct
midwife,1401104,citymun,10,2,12,15077,3579,1401104000,Bokod,direct
dentist,1401104,citymun,0,1,1,15077,3579,1401104000,Bokod,direct
med_tech,1401104,citymun,1,0,1,15077,3579,1401104000,Bokod,direct
nutritionist,1401104,citymun,1,0,1,15077,3579,1401104000,Bokod,direct
sanitary_engineer,1401104,citymun,0,0,0,15077,3579,1401104000,Bokod,direct
sanitary_inspector,1401104,citymun,1,0,1,15077,3579,1401104000,Bokod,direct
physician,1401105,citymun,1,1,2,47753,12699,1401105000,Buguias,direct
nurse,1401105,citymun,4,6,10,47753,12699,1401105000,Buguias,direct
midwife,1401105,citymun,13,6,19,47753,12699,1401105000,Buguias,direct
dentist,1401105,citymun,1,0,1,47753,12699,1401105000,Buguias,direct
med_tech,1401105,citymun,3,0,3,47753,12699,1401105000,Buguias,direct
nutritionist,1401105,citymun,1,0,1,47753,12699,1401105000,Buguias,direct
sanitary_engineer,1401105,citymun,0,0,0,47753,12699,1401105000,Buguias,direct
sanitary_inspector,1401105,citymun,1,0,1,47753,12699,1401105000,Buguias,direct
physician,1401106,citymun,2,0,2,63557,15719,1401106000,Itogon,direct
nurse,1401106,citymun,6,5,11,63557,15719,1401106000,Itogon,direct
midwife,1401106,citymun,16,1,17,63557,15719,1401106000,Itogon,direct
dentist,1401106,citymun,2,0,2,63557,15719,1401106000,Itogon,direct
med_tech,1401106,citymun,4,0,4,63557,15719,1401106000,Itogon,direct
nutritionist,1401106,citymun,0,0,0,63557,15719,1401106000,Itogon,direct
sanitary_engineer,1401106,citymun,0,0,0,63557,15719,1401106000,Itogon,direct
sanitary_inspector,1401106,citymun,2,0,2,63557,15719,1401106000,Itogon,direct
physician,1401107,citymun,1,1,2,16306,3872,1401107000,Kabayan,direct
nurse,1401107,citymun,2,9,11,16306,3872,1401107000,Kabayan,direct
midwife,1401107,citymun,16,5,21,16306,3872,1401107000,Kabayan,direct
dentist,1401107,citymun,1,0,1,16306,3872,1401107000,Kabayan,direct
med_tech,1401107,citymun,1,0,1,16306,3872,1401107000,Kabayan,direct
nutritionist,1401107,citymun,0,0,0,16306,3872,1401107000,Kabayan,direct
sanitary_engineer,1401107,citymun,0,0,0,16306,3872,1401107000,Kabayan,direct
sanitary_inspector,1401107,citymun,1,0,1,16306,3872,1401107000,Kabayan,direct
physician,1401108,citymun,1,0,1,19302,4626,1401108000,Kapangan,direct
nurse,1401108,citymun,2,7,9,19302,4626,1401108000,Kapangan,direct
midwife,1401108,citymun,13,3,16,19302,4626,1401108000,Kapangan,direct
dentist,1401108,citymun,0,1,1,19302,4626,1401108000,Kapangan,direct
med_tech,1401108,citymun,1,0,1,19302,4626,1401108000,Kapangan,direct
nutritionist,1401108,citymun,1,0,1,19302,4626,1401108000,Kapangan,direct
sanitary_engineer,1401108,citymun,0,0,0,19302,4626,1401108000,Kapangan,direct
sanitary_inspector,1401108,citymun,1,0,1,19302,4626,1401108000,Kapangan,direct
physician,1401109,citymun,1,1,2,18133,4390,1401109000,Kibungan,direct
nurse,1401109,citymun,1,7,8,18133,4390,1401109000,Kibungan,direct
midwife,1401109,citymun,13,2,15,18133,4390,1401109000,Kibungan,direct
dentist,1401109,citymun,1,0,1,18133,4390,1401109000,Kibungan,direct
med_tech,1401109,citymun,1,0,1,18133,4390,1401109000,Kibungan,direct
nutritionist,1401109,citymun,1,0,1,18133,4390,1401109000,Kibungan,direct
sanitary_engineer,1401109,citymun,0,0,0,18133,4390,1401109000,Kibungan,direct
sanitary_inspector,1401109,citymun,1,0,1,18133,4390,1401109000,Kibungan,direct
physician,1401110,citymun,4,0,4,145966,39118,1401110000,La Trinidad,direct
nurse,1401110,citymun,11,4,15,145966,39118,1401110000,La Trinidad,direct
midwife,1401110,citymun,13,1,14,145966,39118,1401110000,La Trinidad,direct
dentist,1401110,citymun,2,0,2,145966,39118,1401110000,La Trinidad,direct
med_tech,1401110,citymun,4,0,4,145966,39118,1401110000,La Trinidad,direct
nutritionist,1401110,citymun,4,0,4,145966,39118,1401110000,La Trinidad,direct
sanitary_engineer,1401110,citymun,0,0,0,145966,39118,1401110000,La Trinidad,direct
sanitary_inspector,1401110,citymun,7,0,7,145966,39118,1401110000,La Trinidad,direct
physician,1401111,citymun,2,1,3,39588,9877,1401111000,Mankayan,direct
nurse,1401111,citymun,2,8,10,39588,9877,1401111000,Mankayan,direct
midwife,1401111,citymun,13,4,17,39588,9877,1401111000,Mankayan,direct
dentist,1401111,citymun,1,0,1,39588,9877,1401111000,Mankayan,direct
med_tech,1401111,citymun,2,0,2,39588,9877,1401111000,Mankayan,direct
nutritionist,1401111,citymun,0,0,0,39588,9877,1401111000,Mankayan,direct
sanitary_engineer,1401111,citymun,0,0,0,39588,9877,1401111000,Mankayan,direct
sanitary_inspector,1401111,citymun,1,0,1,39588,9877,1401111000,Mankayan,direct
physician,1401112,citymun,1,0,1,11748,2859,1401112000,Sablan,direct
nurse,1401112,citymun,1,5,6,11748,2859,1401112000,Sablan,direct
midwife,1401112,citymun,8,5,13,11748,2859,1401112000,Sablan,direct
dentist,1401112,citymun,0,1,1,11748,2859,1401112000,Sablan,direct
med_tech,1401112,citymun,2,0,2,11748,2859,1401112000,Sablan,direct
nutritionist,1401112,citymun,1,0,1,11748,2859,1401112000,Sablan,direct
sanitary_engineer,1401112,citymun,0,0,0,11748,2859,1401112000,Sablan,direct
sanitary_inspector,1401112,citymun,1,0,1,11748,2859,1401112000,Sablan,direct
physician,1401113,citymun,2,0,2,49948,12409,1401113000,Tuba,direct
nurse,1401113,citymun,7,8,15,49948,12409,1401113000,Tuba,direct
midwife,1401113,citymun,16,1,17,49948,12409,1401113000,Tuba,direct
dentist,1401113,citymun,1,0,1,49948,12409,1401113000,Tuba,direct
med_tech,1401113,citymun,2,0,2,49948,12409,1401113000,Tuba,direct
nutritionist,1401113,citymun,1,0,1,49948,12409,1401113000,Tuba,direct
sanitary_engineer,1401113,citymun,0,0,0,49948,12409,1401113000,Tuba,direct
sanitary_inspector,1401113,citymun,2,0,2,49948,12409,1401113000,Tuba,direct
physician,1401114,citymun,1,0,1,20260,4677,1401114000,Tublay,direct
nurse,1401114,citymun,1,5,6,20260,4677,1401114000,Tublay,direct
midwife,1401114,citymun,7,1,8,20260,4677,1401114000,Tublay,direct
dentist,1401114,citymun,0,1,1,20260,4677,1401114000,Tublay,direct
med_tech,1401114,citymun,1,0,1,20260,4677,1401114000,Tublay,direct
nutritionist,1401114,citymun,0,0,0,20260,4677,1401114000,Tublay,direct
sanitary_engineer,1401114,citymun,0,0,0,20260,4677,1401114000,Tublay,direct
sanitary_inspector,1401114,citymun,1,0,1,20260,4677,1401114000,Tublay,direct
physician,14027,province,10,2,12,221552,52055,1402700000,Ifugao,direct
nurse,14027,province,27,57,84,221552,52055,1402700000,Ifugao,direct
midwife,14027,province,159,23,182,221552,52055,1402700000,Ifugao,direct
dentist,14027,province,2,4,6,221552,52055,1402700000,Ifugao,direct
med_tech,14027,province,15,0,15,221552,52055,1402700000,Ifugao,direct
nutritionist,14027,province,0,0,0,221552,52055,1402700000,Ifugao,direct
sanitary_engineer,14027,province,0,0,0,221552,52055,1402700000,Ifugao,direct
sanitary_inspector,14027,province,11,0,11,221552,52055,1402700000,Ifugao,direct
physician,1402701,citymun,1,1,2,21943,4571,1402701000,Banaue,direct
nurse,1402701,citymun,5,4,9,21943,4571,1402701000,Banaue,direct
midwife,1402701,citymun,18,1,19,21943,4571,1402701000,Banaue,direct
dentist,1402701,citymun,0,0,0,21943,4571,1402701000,Banaue,direct
med_tech,1402701,citymun,3,0,3,21943,4571,1402701000,Banaue,direct
nutritionist,1402701,citymun,0,0,0,21943,4571,1402701000,Banaue,direct
sanitary_engineer,1402701,citymun,0,0,0,21943,4571,1402701000,Banaue,direct
sanitary_inspector,1402701,citymun,1,0,1,21943,4571,1402701000,Banaue,direct
physician,1402702,citymun,0,0,0,9443,2113,1402702000,Hungduan,direct
nurse,1402702,citymun,1,4,5,9443,2113,1402702000,Hungduan,direct
midwife,1402702,citymun,9,1,10,9443,2113,1402702000,Hungduan,direct
dentist,1402702,citymun,0,1,1,9443,2113,1402702000,Hungduan,direct
med_tech,1402702,citymun,1,0,1,9443,2113,1402702000,Hungduan,direct
nutritionist,1402702,citymun,0,0,0,9443,2113,1402702000,Hungduan,direct
sanitary_engineer,1402702,citymun,0,0,0,9443,2113,1402702000,Hungduan,direct
sanitary_inspector,1402702,citymun,1,0,1,9443,2113,1402702000,Hungduan,direct
physician,1402703,citymun,1,0,1,18861,4226,1402703000,Kiangan,direct
nurse,1402703,citymun,1,6,7,18861,4226,1402703000,Kiangan,direct
midwife,1402703,citymun,10,2,12,18861,4226,1402703000,Kiangan,direct
dentist,1402703,citymun,0,0,0,18861,4226,1402703000,Kiangan,direct
med_tech,1402703,citymun,1,0,1,18861,4226,1402703000,Kiangan,direct
nutritionist,1402703,citymun,0,0,0,18861,4226,1402703000,Kiangan,direct
sanitary_engineer,1402703,citymun,0,0,0,18861,4226,1402703000,Kiangan,direct
sanitary_inspector,1402703,citymun,1,0,1,18861,4226,1402703000,Kiangan,direct
physician,1402704,citymun,1,0,1,20053,4696,1402704000,Lagawe,direct
nurse,1402704,citymun,5,4,9,20053,4696,1402704000,Lagawe,direct
midwife,1402704,citymun,13,1,14,20053,4696,1402704000,Lagawe,direct
dentist,1402704,citymun,0,0,0,20053,4696,1402704000,Lagawe,direct
med_tech,1402704,citymun,1,0,1,20053,4696,1402704000,Lagawe,direct
nutritionist,1402704,citymun,0,0,0,20053,4696,1402704000,Lagawe,direct
sanitary_engineer,1402704,citymun,0,0,0,20053,4696,1402704000,Lagawe,direct
sanitary_inspector,1402704,citymun,0,0,0,20053,4696,1402704000,Lagawe,direct
physician,1402705,citymun,1,0,1,28224,6697,1402705000,Lamut,direct
nurse,1402705,citymun,4,5,9,28224,6697,1402705000,Lamut,direct
midwife,1402705,citymun,5,3,8,28224,6697,1402705000,Lamut,direct
dentist,1402705,citymun,0,1,1,28224,6697,1402705000,Lamut,direct
med_tech,1402705,citymun,2,0,2,28224,6697,1402705000,Lamut,direct
nutritionist,1402705,citymun,0,0,0,28224,6697,1402705000,Lamut,direct
sanitary_engineer,1402705,citymun,0,0,0,28224,6697,1402705000,Lamut,direct
sanitary_inspector,1402705,citymun,1,0,1,28224,6697,1402705000,Lamut,direct
physician,1402706,citymun,1,0,1,15870,4002,1402706000,Mayoyao,direct
nurse,1402706,citymun,1,2,3,15870,4002,1402706000,Mayoyao,direct
midwife,1402706,citymun,13,2,15,15870,4002,1402706000,Mayoyao,direct
dentist,1402706,citymun,0,0,0,15870,4002,1402706000,Mayoyao,direct
med_tech,1402706,citymun,1,0,1,15870,4002,1402706000,Mayoyao,direct
nutritionist,1402706,citymun,0,0,0,15870,4002,1402706000,Mayoyao,direct
sanitary_engineer,1402706,citymun,0,0,0,15870,4002,1402706000,Mayoyao,direct
sanitary_inspector,1402706,citymun,1,0,1,15870,4002,1402706000,Mayoyao,direct
physician,1402707,citymun,1,1,2,36434,8731,1402707000,Alfonso Lista,direct
nurse,1402707,citymun,4,10,14,36434,8731,1402707000,Alfonso Lista,direct
midwife,1402707,citymun,32,2,34,36434,8731,1402707000,Alfonso Lista,direct
dentist,1402707,citymun,1,0,1,36434,8731,1402707000,Alfonso Lista,direct
med_tech,1402707,citymun,1,0,1,36434,8731,1402707000,Alfonso Lista,direct
nutritionist,1402707,citymun,0,0,0,36434,8731,1402707000,Alfonso Lista,direct
sanitary_engineer,1402707,citymun,0,0,0,36434,8731,1402707000,Alfonso Lista,direct
sanitary_inspector,1402707,citymun,2,0,2,36434,8731,1402707000,Alfonso Lista,direct
physician,1402708,citymun,1,0,1,23071,6080,1402708000,Aguinaldo,direct
nurse,1402708,citymun,1,11,12,23071,6080,1402708000,Aguinaldo,direct
midwife,1402708,citymun,24,3,27,23071,6080,1402708000,Aguinaldo,direct
dentist,1402708,citymun,1,0,1,23071,6080,1402708000,Aguinaldo,direct
med_tech,1402708,citymun,1,0,1,23071,6080,1402708000,Aguinaldo,direct
nutritionist,1402708,citymun,0,0,0,23071,6080,1402708000,Aguinaldo,direct
sanitary_engineer,1402708,citymun,0,0,0,23071,6080,1402708000,Aguinaldo,direct
sanitary_inspector,1402708,citymun,1,0,1,23071,6080,1402708000,Aguinaldo,direct
physician,1402709,citymun,1,0,1,10330,2439,1402709000,Hingyon,direct
nurse,1402709,citymun,1,3,4,10330,2439,1402709000,Hingyon,direct
midwife,1402709,citymun,4,5,9,10330,2439,1402709000,Hingyon,direct
dentist,1402709,citymun,0,1,1,10330,2439,1402709000,Hingyon,direct
med_tech,1402709,citymun,1,0,1,10330,2439,1402709000,Hingyon,direct
nutritionist,1402709,citymun,0,0,0,10330,2439,1402709000,Hingyon,direct
sanitary_engineer,1402709,citymun,0,0,0,10330,2439,1402709000,Hingyon,direct
sanitary_inspector,1402709,citymun,1,0,1,10330,2439,1402709000,Hingyon,direct
physician,1402710,citymun,1,0,1,20245,4938,1402710000,Tinoc,direct
nurse,1402710,citymun,3,3,6,20245,4938,1402710000,Tinoc,direct
midwife,1402710,citymun,15,1,16,20245,4938,1402710000,Tinoc,direct
dentist,1402710,citymun,0,0,0,20245,4938,1402710000,Tinoc,direct
med_tech,1402710,citymun,1,0,1,20245,4938,1402710000,Tinoc,direct
nutritionist,1402710,citymun,0,0,0,20245,4938,1402710000,Tinoc,direct
sanitary_engineer,1402710,citymun,0,0,0,20245,4938,1402710000,Tinoc,direct
sanitary_inspector,1402710,citymun,1,0,1,20245,4938,1402710000,Tinoc,direct
physician,1402711,citymun,1,0,1,17078,3562,1402711000,Asipulo,direct
nurse,1402711,citymun,1,5,6,17078,3562,1402711000,Asipulo,direct
midwife,1402711,citymun,16,2,18,17078,3562,1402711000,Asipulo,direct
dentist,1402711,citymun,0,1,1,17078,3562,1402711000,Asipulo,direct
med_tech,1402711,citymun,2,0,2,17078,3562,1402711000,Asipulo,direct
nutritionist,1402711,citymun,0,0,0,17078,3562,1402711000,Asipulo,direct
sanitary_engineer,1402711,citymun,0,0,0,17078,3562,1402711000,Asipulo,direct
sanitary_inspector,1402711,citymun,1,0,1,17078,3562,1402711000,Asipulo,direct
physician,14032,province,13,4,17,244554,51262,1403200000,Kalinga,direct
nurse,14032,province,34,83,117,244554,51262,1403200000,Kalinga,direct
midwife,14032,province,133,43,176,244554,51262,1403200000,Kalinga,direct
dentist,14032,province,8,4,12,244554,51262,1403200000,Kalinga,direct
med_tech,14032,province,18,6,24,244554,51262,1403200000,Kalinga,direct
nutritionist,14032,province,2,1,3,244554,51262,1403200000,Kalinga,direct
sanitary_engineer,14032,province,3,0,3,244554,51262,1403200000,Kalinga,direct
sanitary_inspector,14032,province,17,0,17,244554,51262,1403200000,Kalinga,direct
physician,1403201,citymun,1,1,2,13049,2554,1403201000,Balbalan,direct
nurse,1403201,citymun,2,8,10,13049,2554,1403201000,Balbalan,direct
midwife,1403201,citymun,10,5,15,13049,2554,1403201000,Balbalan,direct
dentist,1403201,citymun,1,0,1,13049,2554,1403201000,Balbalan,direct
med_tech,1403201,citymun,1,0,1,13049,2554,1403201000,Balbalan,direct
nutritionist,1403201,citymun,1,0,1,13049,2554,1403201000,Balbalan,direct
